Avg_Spend,Frequency,Time_Spent
54.346682985417814,4.116168392778782,28.59622219859398
48.939022574821976,4.008079228670382,22.94233315693631
51.90499056747151,4.555753012090435,37.38759766131095
46.20080630600747,4.772123377375787,37.49071110182075
55.64582830138242,4.443963419017889,12.789926396706369
46.59038653166468,3.857255093819026,15.440603561414996
56.010656219047156,3.090896873160645,34.702011026910924
46.614435958384846,4.705473483176155,34.46309670181303
50.39623755226927,4.277793218372621,23.950420894968875
55.890049552828366,3.971307632112074,26.687782825824037
63.7793326622616,4.205946478045232,33.549241357419206
50.82887956887683,4.3550933090895825,27.438660803125472
63.018375716132326,4.537296665016746,34.19157040734338
45.876366893020645,4.183098172757712,24.001583129562448
56.63792090679835,4.340628330839765,31.491934260805092
69.75928449757154,3.1697159157045105,13.87675230123463
50.38385708799831,3.7811382604426744,21.588860960586207
59.57788446336028,4.528907014760111,27.409290949772302
63.89856002745706,4.708733304442273,18.58717500896115
59.96499284744732,4.0846892346420605,33.60149521337907
69.0808175037154,3.5773750150529837,23.617377965650757
63.849361762581964,3.2135231148027796,14.42384717197928
63.849357751235516,3.626161816148636,36.21519774286809
48.32338116229989,4.246671358403581,14.387484303231743
56.739917863377485,3.16689101883828,32.89421161570159
51.34066833457016,3.307167454250079,29.7435708362487
59.41868602726923,3.0797024320051127,25.634917379645522
47.36116584910041,4.11196455325424,35.396965047409175
54.55281855875083,4.84177876599257,12.156727838589486
48.08484571932564,4.794170188604793,20.001169755450398
62.576886597977335,3.2591701707681673,18.7104422718935
49.96940232845765,3.8196285328002277,24.121477155239056
55.76246666237024,4.833560358277024,39.18832757228966
57.530780699249064,4.15443401777861,14.519750810588643
46.02542217034776,3.9020073358574394,24.9828346166858
68.99108234695214,3.175993107776594,31.6631922242913
68.70667159295873,3.3803703436050014,31.380201060397457
54.488616375644966,3.0490021809330954,37.1120361465533
58.79791712666479,4.668953483669743,18.72036927299389
45.11401738465825,3.318128903911271,34.949820396876746
63.19243592441986,4.087449396924639,28.61515595774149
48.17959108364045,3.619133150179084,28.617652767122436
62.30602202859824,3.987220566647829,21.64463517275585
50.22833728922888,3.633064994696446,15.414835469307757
55.66413557547596,3.9512738053614904,23.943940584724537
57.20979309492467,3.436712297760425,18.02281977984916
58.61447926178715,3.899438575613171,24.951633567684084
66.56497480079098,4.8381140919947665,32.779726407164176
63.2194941821633,3.915489376781036,35.708498823206604
65.54727364102968,3.662107708247661,19.130192239516393
54.31215741660186,4.791505754485141,19.49548297026437
56.34750621639809,4.528386198350412,31.4270583925211
48.38152815840618,3.605243916084226,19.66365683375406
46.876536207631275,3.2253395280032326,39.66310409562136
54.63041845739256,4.603909786129725,29.331548862660487
45.39395442877643,4.165019751025562,12.96564404180818
68.05564476584759,3.307593038150202,36.795717806929495
62.76276211076325,3.9513357507314284,13.249341260479545
65.41618701469989,3.3818247946515183,26.532624330669293
